905,Huckelberry,CAT
912,Cywil,CAT
921,Piorun,CAT
930,Zora,FISH
944,Paco,DOG
944,Rox,PARROT
968,Eden,CAT
968,Droopy,DOG
979,Koda,CAT
981,Drops,CAT
993,Happy,CAT
1011,Lassie,DOG
1014,Amber,FISH
1026,Łajka,PARROT
1030,Nurja,DOG
1062,Soccer,DOG
1098,Boo,CAT
1104,Balto,FISH
1104,Torin,PARROT
1110,Drops,PARROT
1112,Szarik,PARROT
1128,Amber,FISH
1164,Pankracy,CAT
1188,Dżok,DOG
1189,Amor,PARROT
1192,Staflik,PARROT
1199,Barney,CAT
1201,Ren,PARROT
1209,Saba,PARROT
1212,Saba,DOG
1218,Kibic,PARROT
1219,Barry,DOG
1219,Bąbel,DOG
1222,RinTinTin,PARROT
1226,Pimpek,FISH
1246,Pimpek,DOG
1250,Amor,DOG
1263,Ramzes,FISH
1292,Helmut,FISH
1301,Benji,DOG
1304,Kibic,PARROT
1339,Rex,FISH
1339,Balto,CAT
1363,Amor,PARROT
1367,Nurja,FISH
1385,Benji,DOG
1386,Pusia,PARROT
1394,Barney,FISH
1412,Soccer,FISH
1418,Odie,FISH
1418,,PARROT
1426,Fafik,DOG
1435,Fala,CAT
1438,Goofy,DOG
1450,Buba,FISH
1480,Droopy,FISH
1480,Boss,PARROT
1480,Dżok,DOG
1482,Balto,PARROT
1493,Bąbel,CAT
1507,Boss,PARROT
1514,Natan,FISH
1526,Piorun,CAT
1542,Pluto,FISH
1579,Beethoven,PARROT
1580,RinTinTin,CAT
1592,Buba,FISH
1602,Hektor,DOG
1603,Fala,PARROT
1605,Eden,DOG
1610,Tramp,PARROT
1610,RinTinTin,DOG
1616,Pusia,CAT
1619,Toto,PARROT
1624,Toto,PARROT
1627,Spagetka,CAT
1635,Rex,PARROT
1657,Amber,DOG
1661,Leon,CAT
1669,Amor,DOG
1671,Tramp,DOG
1672,Pankracy,PARROT
1673,Balto,DOG
1674,Grot,FISH
1677,Droopy,FISH
1677,Spagetka,PARROT
1679,Boss,PARROT
1681,Reksio,CAT
1682,Reksio,FISH
1682,,PARROT
1682,Fafik,CAT
1685,Lampo,FISH
1691,Happy,FISH
1696,Fafik,PARROT
1707,Astro,CAT
1726,Staflik,DOG
1726,Śliniak,DOG
1726,Paco,CAT
1728,Amor,PARROT
1772,Cywil,PARROT
1773,Bambi,FISH
1779,Pimpek,PARROT
1780,Bąbel,DOG
1799,Bąbel,FISH
1806,Boo,CAT
1815,Rex,PARROT
1823,Szarik,PARROT
1824,Bruiser,PARROT
1831,Tajson,PARROT
1832,Baks,DOG
1833,Rocky,DOG
1873,Drops,PARROT
1875,Hooch,FISH
1887,Bruiser,CAT
1890,Micka,DOG
1893,Dżok,CAT
1905,Beethoven,FISH
1915,Pusia,PARROT
1919,Rocky,DOG
1923,ScoobyDoo,DOG
1924,Timon,CAT
1925,Natan,FISH
1933,Piorun,FISH
1948,Natan,CAT
1953,Happy,FISH
1978,Bąbel,PARROT
1990,Chojrak,FISH
1990,Pimpek,DOG
1991,Tramp,FISH
1997,Dżok,CAT
2015,Snupppy,FISH
2015,Timon,PARROT
2019,Balto,PARROT
2019,Boo,DOG
2028,Pimpek,DOG
2041,Pluto,FISH
2051,Paco,PARROT
2058,Spagetka,DOG
2061,Boss,CAT
2072,Soccer,CAT
2085,Saba,PARROT
2087,Barney,DOG
2090,Leon,CAT
2090,Buba,DOG
2091,Baks,CAT
2097,Cywil,CAT
2110,Staflik,CAT
2110,Hektor,FISH
2120,Micka,DOG
2132,Micka,FISH
2132,Boss,DOG
2141,Koda,DOG
2141,Buba,CAT
2142,Snupppy,FISH
2147,Buba,CAT
2159,Beethoven,FISH
2159,Fala,PARROT
2190,Bambi,DOG
2192,Fala,FISH
2201,Pankracy,PARROT
2218,Barry,CAT
2233,Huckelberry,CAT
2245,Saba,CAT
2253,Barney,DOG
2262,Goofy,DOG
2298,Chojrak,CAT
2299,Benji,CAT
2302,Pusia,FISH
2302,Huckelberry,FISH
2305,Hooch,CAT
2305,Amor,DOG
2308,Amor,PARROT
2324,Timon,FISH
2332,Reksio,CAT
2334,Cywil,PARROT
2334,Saba,CAT
2366,Astro,FISH
2383,Benji,PARROT
2392,Balto,DOG
2403,Pluto,CAT
2413,Buba,FISH
2420,Coco,DOG
2421,Pankracy,FISH
2449,Ramzes,FISH
2452,Koda,PARROT
2461,Snoopy,CAT
2461,Hektor,PARROT
2467,Goofy,CAT
2496,Rocky,CAT
2496,Boo,DOG
2504,Hektor,PARROT
2504,Piorun,DOG
2514,Boss,DOG
2518,Amor,CAT
2530,Amor,PARROT
2530,Micka,DOG
2531,Dżok,PARROT
2535,Śliniak,DOG
2536,Rex,CAT
2536,Lassie,PARROT
2542,Amber,PARROT
2542,Micka,PARROT
2552,Fala,FISH
2552,Kibic,PARROT
2552,Hooch,PARROT
2552,Goofy,DOG
2561,Baks,DOG
2561,Toto,PARROT
2567,Dżok,CAT
2574,Boo,CAT
2575,Happy,FISH
2585,Grot,FISH
2585,Barry,DOG
2585,Pluto,PARROT
2588,Amber,FISH
2589,Odie,DOG
2592,Madison,DOG
2607,Paco,PARROT
2616,Pimpek,DOG
2623,Bąbel,PARROT
2632,Natan,CAT
2633,Tajson,DOG
2637,Soccer,FISH
2640,Chojrak,DOG
2652,Helmut,CAT
2656,Ares,DOG
2662,Łajka,CAT
2693,Hooch,CAT
2695,Staflik,PARROT
2711,Kibic,FISH
2712,Barney,FISH
2712,Pusia,PARROT
2744,Boss,PARROT
2766,Balto,CAT
2767,Bąbel,FISH
2770,Timon,FISH
2772,Baks,DOG
2782,Rex,PARROT
2803,Dżok,DOG
2803,Koda,FISH
2818,Goofy,DOG
2829,Happy,PARROT
2832,ScoobyDoo,PARROT
2833,Pluto,CAT
2840,Śliniak,CAT
2855,Snoopy,CAT
2878,Hektor,DOG
2892,Madison,CAT
2896,Beethoven,PARROT
2897,Baks,PARROT
2923,Barney,DOG
2939,,PARROT
2957,Barry,PARROT
2960,Ares,CAT
2971,Lampo,FISH
2991,Helmut,FISH
3003,Boss,CAT
3020,Barney,PARROT
3031,RinTinTin,FISH
3040,Eden,CAT
3040,Coco,FISH
3063,Tajson,DOG
3080,ScoobyDoo,PARROT
3080,Timon,PARROT
3081,Barney,CAT
3092,Chojrak,DOG
3107,Atan,CAT
3111,Balto,FISH
3118,Balto,DOG
3119,Toto,CAT
3127,Balto,PARROT
3132,Koda,FISH
3136,Micka,FISH
3139,Boss,CAT
3142,Reksio,PARROT
3149,Droopy,FISH
3155,Baks,FISH
3156,Drops,FISH
3174,Pluto,DOG
3182,Boss,DOG
3186,Snoopy,DOG
3190,Odie,PARROT
3219,Cywil,CAT
3224,Cywil,FISH
3232,Ramzes,FISH
3262,Spagetka,FISH
3267,Pimpek,DOG
3280,Paco,PARROT
3288,Ren,FISH
3302,Droopy,PARROT
3304,Fafik,FISH
3315,Zora,CAT
3321,RinTinTin,DOG
3327,Happy,DOG
3328,Timon,CAT
3329,Odie,CAT
3341,Rox,CAT
3356,Happy,PARROT
3366,Helmut,FISH
3373,Happy,CAT
3377,Łajka,FISH
3393,Drops,DOG
3415,Dżok,CAT
3425,Huckelberry,DOG
3429,Saba,CAT
3446,Boo,DOG
3460,Tramp,FISH
3461,Balto,PARROT
3462,Bruiser,DOG
3462,Ren,CAT
3471,Pankracy,DOG
3483,Zora,CAT
3498,Fafik,DOG
3504,Beethoven,PARROT
3515,Balto,CAT
3515,Madison,PARROT
3524,Tramp,DOG
3525,Pankracy,CAT
3540,Timon,FISH
3546,Natan,PARROT
3548,Barney,DOG
3559,Fafik,DOG
3593,Eros,FISH
3602,Koda,PARROT
3610,Amor,FISH
3611,Balto,DOG
3624,Koda,PARROT
3629,Boss,PARROT
3631,ScoobyDoo,CAT
3632,Balto,DOG
3643,Ren,CAT
3644,Bąbel,DOG
3653,Huckelberry,DOG
3658,Śliniak,CAT
3685,Madison,DOG
3688,Paco,PARROT
3697,Helmut,FISH
3723,Goofy,DOG
3725,Koda,CAT
3726,Lassie,CAT
3737,Zora,FISH
3740,Droopy,FISH
3748,Micka,PARROT
3750,Balto,PARROT
3762,Pankracy,CAT
3764,Happy,CAT
3790,Micka,DOG
3810,Balto,CAT
3811,Atan,DOG
3817,Pusia,CAT
3817,Tramp,CAT
3844,Ramzes,DOG
3845,Staflik,DOG
3851,Snoopy,CAT
3862,Eros,DOG
3871,Amor,FISH
3898,Snoopy,DOG
3914,Ren,DOG
3928,Reksio,FISH
3928,Eros,FISH
3953,Helmut,DOG
3953,Snoopy,DOG
3957,Amber,FISH
3957,Beethoven,DOG
3966,Szarik,DOG
3977,Amor,DOG
3997,Boo,PARROT
4008,Fafik,FISH
4014,Grot,CAT
4017,Eros,CAT
4023,Rocky,CAT
4028,Reksio,CAT
4030,Rex,FISH
4077,Lassie,DOG
4102,Hektor,DOG
4109,Kibic,PARROT
4114,Zora,CAT
4130,Tramp,CAT
4130,Toto,CAT
4131,Grot,FISH
4141,Dżok,FISH
4141,Hooch,CAT
4142,Tajson,DOG
4146,Rocky,FISH
4158,Lassie,FISH
4163,Boo,DOG
4169,Ramzes,DOG
4174,Pankracy,FISH
4183,Eddie,PARROT
4193,Amor,PARROT
4216,Hektor,CAT
4216,Soccer,CAT
4224,Pimpek,DOG
4239,ScoobyDoo,PARROT
4244,Koda,CAT
4263,Goofy,DOG
4272,Boo,DOG
4281,Happy,DOG
4290,Pimpek,CAT
4295,Boo,DOG
4340,Hektor,PARROT
4348,Helmut,PARROT
4352,Tramp,PARROT
4376,Natan,DOG
4379,Saba,FISH
4381,Tajson,PARROT
4386,Hektor,PARROT
4393,Rocky,CAT
4395,Hooch,PARROT
4412,Paco,FISH
4416,Pluto,DOG
4428,Hektor,PARROT
4436,Pimpek,DOG
4436,Boo,DOG
4445,Torin,DOG
4447,Rocky,FISH
4447,Lassie,FISH
4456,Piorun,PARROT
4457,Helmut,CAT
4461,Barney,PARROT
4464,Fafik,CAT
4492,Amor,CAT
4500,Hektor,FISH
4525,Cywil,CAT
4536,Kibic,PARROT
4541,Helmut,DOG
4556,Astro,PARROT
4556,Atan,DOG
4570,Beethoven,FISH
4593,Ramzes,CAT
4606,Pankracy,DOG
4626,Dżok,DOG
4629,Barney,PARROT
4667,Snupppy,DOG
4692,Droopy,DOG
4693,Toto,PARROT
4702,Soccer,DOG
4702,Fafik,CAT
4706,Paco,CAT
4710,Ramzes,PARROT
4711,Atan,DOG
4736,Spagetka,FISH
4740,Ren,CAT
4740,Huckelberry,DOG
4755,Amor,DOG
4759,Bąbel,PARROT
4764,Zora,PARROT
4787,,CAT
4796,Snoopy,CAT
4799,Boo,CAT
4811,Saba,CAT
4852,Rox,DOG
4865,Benji,PARROT
4869,Reksio,FISH
4880,Balto,DOG
4883,Barry,FISH
4890,Micka,CAT
4903,Łajka,CAT
4907,Kibic,PARROT
4916,Ren,DOG
4939,Bruiser,FISH
4946,Snoopy,CAT
4947,Coco,FISH
4948,Hektor,PARROT
4954,Huckelberry,PARROT
4958,Hektor,DOG
4965,Spagetka,CAT
4968,Barry,DOG
4969,Kibic,CAT
4971,Goofy,FISH
4976,Goofy,PARROT
4976,Torin,FISH
4983,Lampo,DOG
5011,Barney,FISH
5013,,CAT
5017,Barney,CAT
5030,Hektor,FISH
5038,Staflik,FISH
5042,Rex,PARROT
5049,Kibic,PARROT
5067,Bąbel,DOG
5068,Fala,PARROT
5068,Hektor,PARROT
5078,Rex,FISH
5111,Lassie,CAT
5122,Barney,DOG
5131,Fala,CAT
5140,Natan,DOG
5142,Atan,DOG
5145,Rocky,CAT
5153,Pusia,CAT
5157,Barry,DOG
5163,Staflik,CAT
5166,Drops,DOG
5172,Grot,CAT
5217,Hektor,CAT
5217,Rox,PARROT
5217,Goofy,DOG
5231,Atan,PARROT
5263,Śliniak,DOG
5310,Barney,DOG
5312,Ares,DOG
5315,Buba,DOG
5333,Fala,DOG
5344,Amor,DOG
5348,Pusia,FISH
5365,Eddie,CAT
5373,Balto,CAT
5385,Amber,CAT
5410,Kibic,DOG
5417,Paco,DOG
5430,Huckelberry,PARROT
5438,Chojrak,FISH
5439,Hooch,PARROT
5445,Eden,PARROT
5453,Hektor,PARROT
5454,Barry,PARROT
5473,Boss,PARROT
5476,Tajson,PARROT
5476,Amor,PARROT
5482,Grot,PARROT
5502,Piorun,DOG
5504,Coco,DOG
5516,Hektor,PARROT
5532,Rex,CAT
5536,Paco,DOG
5539,Rox,DOG
5541,Micka,DOG
5553,Zora,PARROT
5555,Eden,CAT
5556,Eddie,FISH
5585,Astro,DOG
5591,Buba,DOG
5627,Szarik,PARROT
5645,Hooch,FISH
5668,Astro,DOG
5673,Saba,DOG
5684,Reksio,PARROT
5688,Tramp,DOG
5701,Bambi,FISH
5709,Fafik,CAT
5711,Hektor,FISH
5715,Leon,FISH
5733,Pluto,DOG
5734,Rex,CAT
5734,Balto,FISH
5735,Nurja,PARROT
5737,Szarik,PARROT
5763,Amber,PARROT
5765,Micka,PARROT
5783,Torin,FISH
5801,Snoopy,DOG
5810,Micka,CAT
5810,Ren,PARROT
5811,Benji,CAT
5817,Leon,PARROT
5824,Baks,DOG
5828,Lampo,CAT
5841,Reksio,CAT
5843,Micka,CAT
5844,ScoobyDoo,FISH
5855,Grot,CAT
5863,Grot,CAT
5868,Baks,PARROT
5875,Eros,CAT
5876,Saba,FISH
5879,Piorun,PARROT
5912,Reksio,PARROT
5915,Tajson,DOG
5917,Madison,DOG
5924,Rex,CAT
5932,Eros,DOG
5932,Rocky,DOG
5942,Zora,CAT
5953,Eros,PARROT
5962,Hektor,CAT
5976,Buba,DOG
5987,Coco,DOG
5988,Bruiser,DOG
5998,Torin,FISH
6014,Hektor,FISH
6016,Rex,FISH
6038,Dżok,CAT
6038,Pimpek,PARROT
6041,Reksio,DOG
6043,Nurja,PARROT
6047,Ramzes,PARROT
6080,Timon,DOG
6081,Lassie,CAT
6081,Zora,FISH
6082,Grot,FISH
6086,Pusia,CAT
6097,Łajka,PARROT
6116,RinTinTin,DOG
6122,Soccer,PARROT
6134,Benji,CAT
6161,Toto,FISH
6184,Śliniak,FISH
6186,Koda,CAT
6195,Koda,FISH
6197,Soccer,DOG
6215,Lampo,FISH
6229,Boss,CAT
6232,Bruiser,FISH
6232,Benji,FISH
6252,Bąbel,CAT
6254,Staflik,FISH
6254,Torin,DOG
6270,Szarik,FISH
6279,Cywil,PARROT
6288,RinTinTin,DOG
6288,Eros,DOG
6292,Śliniak,FISH
6294,Buba,DOG
6312,Beethoven,DOG
6312,Droopy,PARROT
6334,Koda,DOG
6348,Pluto,PARROT
6372,Bąbel,DOG
6378,Bambi,PARROT
6380,Rox,DOG
6385,Staflik,FISH
6386,ScoobyDoo,PARROT
6391,Saba,CAT
6426,Baks,PARROT
6428,Soccer,CAT
6439,Piorun,PARROT
6446,Boo,CAT
6446,Rocky,CAT
6474,Hektor,DOG
6476,Chojrak,CAT
6485,Eddie,CAT
6509,Beethoven,PARROT
6515,Bambi,DOG
6515,Hooch,PARROT
6541,Barry,FISH
6544,Cywil,DOG
6546,Balto,FISH
6546,Pankracy,PARROT
6546,Amber,DOG
6547,Paco,CAT
6549,Snupppy,PARROT
6560,Torin,FISH
6573,Coco,DOG
6589,Paco,DOG
6595,,PARROT
6619,Bambi,CAT
6625,Soccer,DOG
6626,Rox,PARROT
6642,Soccer,PARROT
6656,Bruiser,PARROT
6680,Leon,FISH
6680,Zora,PARROT
6681,Pusia,PARROT
6687,Ramzes,CAT
6689,Drops,CAT
6689,Boo,FISH
6715,Boo,DOG
6734,Amor,DOG
6744,Huckelberry,FISH
6751,Natan,DOG
6756,Dżok,CAT
6760,Barry,FISH
6773,Grot,CAT
6773,Fafik,PARROT
6778,Szarik,FISH
6798,Śliniak,PARROT
6869,Baks,PARROT
6886,Beethoven,DOG
6886,Amber,DOG
6904,Boo,DOG
6907,Szarik,CAT
6918,Eden,PARROT
6920,Astro,FISH
6921,Cywil,DOG
6921,Coco,CAT
6924,Eden,CAT
6935,Kibic,FISH
6935,Coco,PARROT
6958,Balto,CAT
6968,Amber,CAT
6973,Amor,CAT
6978,Spagetka,FISH
6982,Odie,FISH
7011,Pimpek,DOG
7016,Barney,FISH
7039,Boo,PARROT
7057,Cywil,FISH
7060,Astro,PARROT
7062,Rocky,PARROT
7071,Bambi,FISH
7085,Koda,PARROT
7095,Amor,PARROT
7096,Ren,PARROT
7101,Leon,PARROT
7104,Kibic,FISH
7104,Snupppy,DOG
7105,Koda,PARROT
7106,Pluto,DOG
7112,Pankracy,DOG
7124,Staflik,FISH
7149,Pluto,DOG
7150,Toto,PARROT
7154,Bąbel,CAT
7154,Micka,DOG
7163,Nurja,DOG
7166,Amor,CAT
7169,Eddie,PARROT
7178,Ren,CAT
7182,Drops,CAT
7186,Piorun,FISH
7189,Madison,CAT
7214,Buba,FISH
7219,Snupppy,CAT
7239,Barry,PARROT
7244,Eddie,CAT
7257,Szarik,FISH
7265,Torin,CAT
7269,Bambi,PARROT
7269,Staflik,DOG
7269,Baks,DOG
7272,Torin,FISH
7286,Bąbel,FISH
7296,Toto,DOG
7312,Odie,FISH
7313,Coco,DOG
7313,Micka,CAT
7318,Timon,FISH
7335,Goofy,DOG
7339,Eden,DOG
7350,Hooch,FISH
7353,Szarik,PARROT
7357,Natan,DOG
7359,Paco,PARROT
7370,Grot,FISH
7371,Pankracy,DOG
7372,Balto,DOG
7372,Boo,PARROT
7379,Łajka,DOG
7383,Reksio,DOG
7392,Lassie,CAT
7408,Staflik,PARROT
7414,Piorun,FISH
7414,Barry,DOG
7414,Fafik,FISH
7416,Goofy,CAT
7420,Coco,FISH
7422,Ramzes,DOG
7430,Amor,CAT
7453,Boo,DOG
7465,Chojrak,PARROT
7469,Boo,FISH
7469,Amor,FISH
7479,Balto,DOG
7489,Koda,PARROT
7501,Madison,CAT
7502,Atan,DOG
7507,Rex,DOG
7512,Atan,PARROT
7518,Staflik,CAT
7534,Micka,CAT
7536,Ren,CAT
7544,Eddie,PARROT
7546,Rex,CAT
7551,Astro,CAT
7572,Fafik,DOG
7588,Pimpek,CAT
7600,Koda,FISH
7601,Rocky,CAT
7609,Helmut,CAT
7627,Buba,DOG
7636,Eddie,PARROT
7646,Amor,PARROT
7649,Szarik,PARROT
7651,Atan,DOG
7669,Snupppy,DOG
7686,Baks,CAT
7732,Reksio,FISH
7751,Lassie,DOG
7754,Zora,DOG
7755,Rox,CAT
7761,Toto,DOG
7769,Rox,DOG
7774,Balto,PARROT
7779,Pimpek,DOG
7786,Snoopy,PARROT
7793,Chojrak,DOG
7805,Rox,DOG
7807,Odie,CAT
7810,Koda,CAT
7838,Cywil,CAT
7843,Amber,CAT
7843,Coco,CAT
7850,Grot,DOG
7850,Szarik,DOG
7853,Eden,FISH
7869,Toto,PARROT
7871,Cywil,FISH
7876,Ren,FISH
7885,Toto,FISH
7895,Tramp,CAT
7922,Lampo,PARROT
7924,Coco,PARROT
7934,Pusia,DOG
7940,Leon,CAT
7944,Saba,FISH
7947,Huckelberry,PARROT
7947,Atan,CAT
7948,Hektor,DOG
7951,Leon,PARROT
7965,Pluto,DOG
7970,Pluto,PARROT
7999,Barney,FISH
8018,Snoopy,PARROT
8022,Ares,FISH
8033,Madison,DOG
8033,Hektor,FISH
8048,Piorun,PARROT
8058,Dżok,CAT
8086,Eden,DOG
8095,Eddie,CAT
8104,Bambi,DOG
8106,Snupppy,CAT
8118,Barry,PARROT
8125,Ramzes,PARROT
8131,Snoopy,CAT
8131,Astro,DOG
8136,Boss,FISH
8137,Micka,PARROT
8138,Piorun,CAT
8147,Barry,DOG
8148,Zora,PARROT
8159,Bruiser,CAT
8159,Snupppy,FISH
8170,Boss,CAT
8171,RinTinTin,FISH
8172,Koda,CAT
8197,Śliniak,CAT
8201,Natan,CAT
8201,Astro,PARROT
8202,ScoobyDoo,PARROT
8203,Pankracy,CAT
8211,Toto,DOG
8211,Rocky,DOG
8225,Śliniak,DOG
8248,Bąbel,FISH
8260,Kibic,DOG
8264,Saba,CAT
8275,Rex,FISH
8283,Cywil,FISH
8290,Ren,PARROT
8295,Baks,DOG
8298,Spagetka,DOG
8301,Piorun,FISH
8333,Szarik,FISH
8336,Barney,FISH
8361,Hektor,FISH
8361,Paco,CAT
8380,Tramp,DOG
8380,Coco,PARROT
8381,Goofy,FISH
8386,Bruiser,CAT
8405,Astro,PARROT
8405,Fala,PARROT
8420,,DOG
8450,Koda,PARROT
8451,Hektor,DOG
8453,Pluto,DOG
8458,Lampo,FISH
8467,Huckelberry,FISH
8473,Paco,DOG
8473,Dżok,PARROT
8475,Szarik,FISH
8477,Soccer,FISH
8487,Leon,DOG
8493,Nurja,PARROT
8496,Grot,CAT
8509,Pusia,DOG
8523,Buba,PARROT
8526,Szarik,DOG
8527,Eros,DOG
8527,Snoopy,FISH
8528,Barry,FISH
8533,Hektor,DOG
8533,Koda,PARROT
8534,Reksio,DOG
8540,ScoobyDoo,DOG
8551,Micka,FISH
8556,Coco,DOG
8564,Helmut,PARROT
8587,Reksio,FISH
8600,Lampo,FISH
8621,Bruiser,PARROT
8647,Łajka,CAT
8652,Lampo,PARROT
8659,Odie,FISH
8670,Hektor,DOG
8675,Astro,FISH
8679,Natan,FISH
8680,Amor,FISH
8726,Huckelberry,CAT
8746,ScoobyDoo,FISH
8759,Rex,CAT
8795,Goofy,CAT
8806,Dżok,FISH
8807,Balto,PARROT
8836,Hooch,DOG
8838,Amber,CAT
8850,Beethoven,DOG
8857,Boss,FISH
8882,Torin,CAT
8886,Tramp,PARROT
8887,Cywil,FISH
8933,Łajka,DOG
8943,Ares,FISH
8954,Helmut,CAT
8962,Astro,CAT
8989,Eros,DOG
8996,Staflik,DOG
9003,Snupppy,DOG
9009,Lampo,CAT
9009,Staflik,PARROT
9023,Eden,CAT
9033,Boss,FISH
9059,Natan,CAT
9075,Fafik,CAT
9094,Amor,FISH
9099,,DOG
9120,Rex,CAT
9120,Micka,DOG
9124,Fala,FISH
9155,Soccer,FISH
9170,Beethoven,PARROT
9171,Ren,FISH
9185,Lassie,FISH
9193,Barney,CAT
9207,Pluto,FISH
9212,Barry,DOG
9212,Zora,DOG
9216,Pluto,FISH
9219,Astro,CAT
9221,Coco,PARROT
9236,Buba,PARROT
9237,Timon,DOG
9239,Rox,CAT
9246,Staflik,FISH
9249,Amber,PARROT
9254,Ren,DOG
9254,Bruiser,FISH
9260,Amor,PARROT
9285,Pluto,FISH
9305,Reksio,DOG
9338,Piorun,CAT
9349,Baks,CAT
9352,Snoopy,PARROT
9357,Śliniak,CAT
9368,Barney,CAT
9375,Huckelberry,CAT
9390,Boss,CAT
9400,Grot,FISH
9404,Barney,FISH
9407,Beethoven,FISH
9420,Koda,CAT
9473,Śliniak,FISH
9488,Huckelberry,CAT
9489,Micka,CAT
9493,Madison,CAT
9495,Odie,FISH
9503,Szarik,FISH
9511,Timon,PARROT
9541,Droopy,FISH
9553,Boss,PARROT
9586,Zora,PARROT
9586,ScoobyDoo,DOG
9588,Benji,CAT
9603,Leon,CAT
9615,Hektor,PARROT
9629,Hektor,PARROT
9641,Snupppy,DOG
9645,Ren,FISH
9651,Eros,CAT
9655,Reksio,CAT
9657,Barry,PARROT
9671,Bąbel,FISH
9671,Tramp,PARROT
9679,Ares,PARROT
9683,Happy,CAT
9689,Leon,CAT
9689,Kibic,PARROT
9707,Lassie,FISH
9727,Fala,CAT
9733,Hooch,PARROT
9733,Rocky,CAT
9737,Toto,CAT
9740,Cywil,CAT
9772,Madison,PARROT
9777,Zora,CAT
9780,Lampo,DOG
9782,Spagetka,PARROT
9800,Nurja,CAT
9813,Hektor,PARROT
9824,Pimpek,PARROT
9825,Boss,CAT
9837,Saba,DOG
9864,Buba,CAT
9872,Bąbel,PARROT
9880,Lampo,DOG
9886,Natan,PARROT
9886,Hektor,PARROT
9887,Torin,PARROT
9891,Amor,PARROT
9913,Goofy,FISH
9935,Natan,CAT
9940,Baks,DOG
9945,Odie,FISH
9945,Beethoven,DOG
9951,Bąbel,CAT
9970,Bąbel,PARROT
9977,Staflik,FISH
9982,Amber,CAT
9991,Coco,FISH
9991,Atan,DOG
10000,Amber,FISH
10010,ScoobyDoo,PARROT
10010,Tajson,PARROT
10013,Barry,DOG
10028,Pankracy,FISH
10044,Barney,PARROT
10046,Saba,CAT
10048,Drops,FISH
10060,Rocky,PARROT
10069,Timon,FISH
10073,Amor,CAT
10081,Barry,FISH
10083,Boss,FISH
10099,Pimpek,DOG
10104,Beethoven,DOG
10104,Śliniak,DOG
10104,Tajson,PARROT
10106,Coco,DOG
10106,Helmut,DOG
10111,Balto,DOG
10117,,DOG
10123,Micka,DOG
10124,Hooch,DOG
10125,Balto,DOG
10127,Droopy,CAT
10129,Grot,CAT
10130,Spagetka,DOG
10133,Grot,CAT
10142,Paco,FISH
10145,Koda,CAT
10146,Balto,CAT
10152,,PARROT
10158,Natan,FISH
10184,Dżok,CAT
10199,Pluto,DOG
10214,Huckelberry,DOG
10219,Staflik,CAT
10220,Snupppy,FISH
10225,Grot,FISH
10253,Balto,FISH
10256,Pusia,PARROT
10257,Natan,CAT
10265,,DOG
10296,Odie,CAT
10302,Śliniak,DOG
10304,Eddie,PARROT
10312,Amor,PARROT
10313,Drops,FISH
10344,Goofy,PARROT
10352,Rex,CAT
10353,Beethoven,DOG
10360,Łajka,FISH
10366,Baks,DOG
10400,Timon,CAT
10402,Kibic,CAT
10416,Ramzes,DOG
10439,Pankracy,PARROT
10442,Staflik,FISH
10453,Amor,DOG
10454,Balto,FISH
